Location;Date Time;Temperature;Humidity
E.E.3.D;2020-09-22 00:42:00;20,92;31,45
B.E.1.B;2020-09-22 00:47:00;10,24;77,92
C.E.0.D;2020-09-22 01:37:00;13,74;25,97
E.A.2.B;2020-09-22 02:40:00;21,53;41,03
D.C.3.A;2020-09-22 03:00:00;33,3;36,52
E.C.2.B;2020-09-22 05:02:00;31,46;9,01
D.E.1.D;2020-09-22 06:04:00;11,14;2,98
E.D.0.C;2020-09-22 06:50:00;28,89;66,17
D.B.2.A;2020-09-22 07:14:00;17,38;89,68
E.A.0.A;2020-09-22 07:55:00;27,32;34,73
D.A.1.C;2020-09-22 08:22:00;11,31;12,33
E.A.2.A;2020-09-22 09:21:00;33,65;26,57
B.A.1.A;2020-09-22 09:23:00;27,55;51,01
B.B.3.C;2020-09-22 09:28:00;17,79;98,75
D.A.1.C;2020-09-22 11:16:00;12,28;23,44
B.B.2.C;2020-09-22 11:23:00;36,12;52,67
D.E.S.D;2020-09-22 11:37:00;34,92;2,78
A.D.3.B;2020-09-22 11:38:00;15,47;78,5
C.A.S.C;2020-09-22 12:56:00;30,41;46,72
C.C.2.D;2020-09-22 14:09:00;19,67;55,16
B.B.1.B;2020-09-22 14:25:00;37,43;66,81
C.E.3.C;2020-09-22 15:46:00;37,5;25,96
B.A.S.B;2020-09-22 15:57:00;37,49;32,0
B.B.0.C;2020-09-22 16:20:00;15,46;10,52
C.C.2.B;2020-09-22 16:35:00;21,34;97,6
E.D.S.E;2020-09-22 16:36:00;33,5;25,28
B.D.1.A;2020-09-22 18:01:00;16,94;51,51
A.D.3.E;2020-09-22 18:30:00;23,07;29,75
B.B.3.A;2020-09-22 18:44:00;28,7;77,96
D.E.0.B;2020-09-22 19:44:00;36,2;0,33
E.B.2.D;2020-09-22 20:01:00;13,91;59,69
B.B.0.E;2020-09-22 20:12:00;19,98;50,33
E.C.S.B;2020-09-22 22:32:00;16,28;23,28
A.B.1.B;2020-09-22 23:14:00;17,68;13,52
D.A.1.C;2020-09-22 23:16:00;22,74;22,01
C.C.3.A;2020-09-22 23:52:00;29,87;24,25
C.C.3.E;2020-09-23 00:06:00;27,22;72,21
E.E.0.E;2020-09-23 01:01:00;29,19;70,48
D.B.S.E;2020-09-23 01:12:00;14,73;88,28
B.D.3.B;2020-09-23 02:59:00;25,67;71,88
A.E.2.E;2020-09-23 03:41:00;20,43;86,49
D.A.1.C;2020-09-23 03:55:00;21,03;37,22
D.E.0.C;2020-09-23 04:39:00;20,6;30,13
D.E.3.D;2020-09-23 04:40:00;15,12;85,82
D.B.S.D;2020-09-23 05:14:00;19,55;69,82
D.A.0.A;2020-09-23 05:33:00;16,45;96,17
A.A.0.E;2020-09-23 06:45:00;28,27;25,21
A.B.2.D;2020-09-23 06:46:00;34,81;85,68
C.A.0.B;2020-09-23 06:52:00;33,22;25,62
A.A.2.B;2020-09-23 07:21:00;11,32;63,63
D.A.0.E;2020-09-23 07:45:00;30,83;53,19
C.E.S.C;2020-09-23 07:50:00;29,37;11,64
C.E.0.C;2020-09-23 08:25:00;35,06;11,67
E.E.0.B;2020-09-23 08:28:00;28,35;86,78
C.A.2.C;2020-09-23 08:36:00;12,39;23,68
C.C.1.B;2020-09-23 09:08:00;18,08;0,02
C.A.S.B;2020-09-23 09:59:00;11,66;75,28
C.E.0.C;2020-09-23 10:07:00;19,38;13,67
D.B.S.E;2020-09-23 10:30:00;14,78;30,95
A.A.1.A;2020-09-23 10:38:00;37,24;1,82
A.E.0.A;2020-09-23 10:50:00;29,52;60,01
B.C.2.E;2020-09-23 10:54:00;19,06;98,46
D.A.1.E;2020-09-23 11:03:00;26,42;85,32
D.B.1.E;2020-09-23 11:07:00;14,91;52,6
E.E.1.A;2020-09-23 11:09:00;22,64;91,14
A.D.2.A;2020-09-23 11:52:00;35,74;29,12
A.D.S.C;2020-09-23 12:12:00;34,63;91,32
A.E.S.A;2020-09-23 12:52:00;34,67;10,57
D.B.1.A;2020-09-23 12:55:00;19,26;83,99
A.C.1.D;2020-09-23 13:06:00;22,96;31,2
B.D.S.D;2020-09-23 13:17:00;11,6;35,32
C.E.2.D;2020-09-23 14:31:00;35,94;9,64
D.D.3.B;2020-09-23 14:48:00;28,43;36,77
A.D.S.A;2020-09-23 15:10:00;29,81;89,79
C.B.S.C;2020-09-23 15:19:00;17,17;33,51
A.D.1.A;2020-09-23 15:33:00;30,6;46,42
B.E.3.D;2020-09-23 15:49:00;17,72;19,92
C.D.3.E;2020-09-23 15:51:00;26,21;50,8
A.C.3.E;2020-09-23 16:00:00;12,8;31,79
C.E.2.B;2020-09-23 16:36:00;34,81;81,36
E.E.0.A;2020-09-23 17:01:00;10,57;79,0
B.E.0.A;2020-09-23 17:37:00;30,25;25,53
D.E.0.A;2020-09-23 18:49:00;33,77;99,76
C.C.1.C;2020-09-23 18:58:00;28,66;34,28
E.D.2.B;2020-09-23 19:18:00;35,17;48,36
B.B.2.D;2020-09-23 19:36:00;14,94;91,02
D.D.0.A;2020-09-23 19:50:00;14,69;87,06
E.D.1.D;2020-09-23 20:05:00;29,24;75,24
A.B.3.D;2020-09-23 21:19:00;25,68;31,72
E.C.3.B;2020-09-23 21:44:00;20,32;95,18
A.C.3.C;2020-09-23 21:45:00;13,68;96,76
D.B.S.A;2020-09-23 21:55:00;27,15;3,05
B.D.3.C;2020-09-23 22:06:00;27,82;51,83
D.D.3.D;2020-09-23 22:18:00;13,98;45,51
E.D.S.E;2020-09-23 23:02:00;17,25;10,38
A.C.2.D;2020-09-23 23:06:00;27,48;81,22
A.A.1.C;2020-09-23 23:42:00;13,33;93,21
C.B.2.E;2020-09-23 23:51:00;11,48;27,12
D.B.S.C;2020-09-23 23:57:00;20,04;89,35
A.A.2.A;2020-09-24 00:00:00;10,71;72,06
B.A.S.E;2020-09-24 00:00:00;27,27;96,95
C.C.S.E;2020-09-24 00:10:00;36,73;79,07
B.C.3.D;2020-09-24 00:25:00;21,38;89,3
D.D.1.E;2020-09-24 01:56:00;14,56;97,05
D.B.S.C;2020-09-24 03:28:00;25,04;0,45
C.A.1.C;2020-09-24 03:46:00;12,69;96,51
D.D.1.A;2020-09-24 04:08:00;29,77;58,9
A.C.S.B;2020-09-24 04:17:00;12,95;91,58
B.E.2.B;2020-09-24 04:56:00;14,04;78,62
C.C.2.C;2020-09-24 04:57:00;11,68;74,96
C.B.2.D;2020-09-24 05:26:00;11,77;8,56
B.D.2.C;2020-09-24 06:40:00;25,06;11,85
A.B.1.D;2020-09-24 07:23:00;34,58;55,41
B.B.0.E;2020-09-24 07:29:00;30,08;81,34
A.E.1.B;2020-09-24 08:04:00;37,43;27,77
A.D.1.E;2020-09-24 08:11:00;34,13;13,56
E.D.S.C;2020-09-24 10:16:00;36,29;76,68
E.D.S.A;2020-09-24 10:34:00;32,09;18,69
B.C.1.D;2020-09-24 10:37:00;18,42;91,69
B.E.2.D;2020-09-24 10:39:00;16,2;29,01
E.A.3.E;2020-09-24 10:46:00;29,85;51,39
B.B.2.E;2020-09-24 11:15:00;10,21;96,95
D.B.0.A;2020-09-24 13:33:00;11,46;41,19
C.C.3.D;2020-09-24 14:00:00;17,11;73,22
C.A.2.D;2020-09-24 14:49:00;21,76;47,63
D.E.1.E;2020-09-24 15:01:00;17,06;0,82
D.B.0.E;2020-09-24 15:03:00;13,22;24,08
C.E.2.C;2020-09-24 15:48:00;24,75;62,88
C.E.1.C;2020-09-24 16:26:00;34,83;91,75
C.B.S.A;2020-09-24 16:29:00;25,17;14,53
B.B.3.B;2020-09-24 17:41:00;24,52;73,54
A.E.3.C;2020-09-24 18:18:00;35,05;7,73
D.D.2.D;2020-09-24 19:34:00;23,05;64,53
E.B.1.D;2020-09-24 19:38:00;24,59;20,08
D.D.0.E;2020-09-24 20:10:00;34,93;27,18
E.E.0.D;2020-09-24 20:43:00;34,59;23,43
A.C.S.C;2020-09-24 21:25:00;10,89;73,16
A.A.0.B;2020-09-24 21:43:00;29,15;36,47
B.D.S.C;2020-09-24 21:46:00;34,61;11,95
B.E.0.C;2020-09-24 22:48:00;11,89;13,14
E.A.2.D;2020-09-24 22:50:00;17,4;44,85
A.A.2.E;2020-09-24 23:18:00;11,06;45,69
D.C.3.D;2020-09-24 23:48:00;31,8;2,37
D.C.0.C;2020-09-25 00:04:00;24,41;46,73
D.E.2.C;2020-09-25 00:15:00;30,33;35,07
C.D.1.D;2020-09-25 00:24:00;13,24;87,87
B.C.3.D;2020-09-25 01:06:00;35,34;29,83
C.E.3.D;2020-09-25 02:14:00;36,87;49,56
C.D.1.B;2020-09-25 02:56:00;29,41;67,81
C.A.2.B;2020-09-25 03:45:00;20,17;70,83
B.C.2.A;2020-09-25 03:51:00;13,05;72,91
A.B.S.E;2020-09-25 04:11:00;15,37;78,45
B.C.3.E;2020-09-25 04:43:00;22,22;97,12
C.E.0.C;2020-09-25 06:43:00;23,94;97,21
D.D.3.E;2020-09-25 06:56:00;19,61;35,77
A.C.1.E;2020-09-25 07:02:00;29,21;27,7
E.E.S.E;2020-09-25 07:03:00;12,44;62,34
D.D.3.D;2020-09-25 07:27:00;15,19;76,32
B.C.2.D;2020-09-25 07:37:00;31,02;4,75
E.C.3.C;2020-09-25 08:11:00;34,59;24,36
C.D.1.B;2020-09-25 08:49:00;28,85;53,45
B.C.2.A;2020-09-25 08:50:00;23,16;40,19
B.D.0.A;2020-09-25 08:57:00;21,91;32,92
E.A.2.A;2020-09-25 08:59:00;11,66;70,93
B.D.S.B;2020-09-25 09:11:00;35,04;11,7
B.C.1.B;2020-09-25 09:20:00;13,6;49,24
C.A.3.D;2020-09-25 09:22:00;22,97;39,85
C.B.3.B;2020-09-25 10:00:00;33,93;46,9
C.D.0.B;2020-09-25 10:55:00;14,11;65,08
B.C.2.E;2020-09-25 11:03:00;21,49;62,46
D.A.2.A;2020-09-25 11:28:00;14,72;84,78
C.C.0.E;2020-09-25 11:48:00;24,5;91,23
C.A.0.B;2020-09-25 11:49:00;12,18;93,87
B.B.3.E;2020-09-25 11:53:00;17,76;6,35
B.C.1.E;2020-09-25 11:55:00;10,83;80,5
B.B.0.A;2020-09-25 13:12:00;32,52;83,14
D.C.1.A;2020-09-25 13:33:00;13,9;32,96
C.E.0.D;2020-09-25 14:00:00;18,69;5,86
A.B.S.E;2020-09-25 14:18:00;26,2;84,07
D.A.1.D;2020-09-25 14:19:00;13,8;6,53
D.E.S.C;2020-09-25 14:33:00;14,59;15,97
A.E.0.D;2020-09-25 14:34:00;19,17;0,8
E.D.S.A;2020-09-25 14:49:00;19,33;57,95
E.E.1.E;2020-09-25 15:50:00;18,03;28,53
D.D.3.A;2020-09-25 16:27:00;37,23;26,52
D.B.1.B;2020-09-25 16:33:00;32,72;98,96
D.D.3.B;2020-09-25 16:34:00;33,9;39,03
B.D.S.E;2020-09-25 16:55:00;30,12;94,91
D.B.3.A;2020-09-25 17:09:00;21,77;54,16
A.C.3.C;2020-09-25 17:35:00;26,34;36,6
E.B.1.B;2020-09-25 17:37:00;18,85;56,99
A.D.0.C;2020-09-25 18:36:00;36,75;50,78
D.A.0.A;2020-09-25 18:57:00;26,08;27,32
C.C.2.B;2020-09-25 21:31:00;20,99;65,19
C.C.0.D;2020-09-25 23:31:00;34,69;95,1
E.B.3.D;2020-09-25 23:35:00;16,95;60,15
E.B.1.E;2020-09-25 23:46:00;20,88;35,78
D.B.1.E;2020-09-25 23:55:00;24,56;4,26
C.C.3.B;2020-09-26 00:09:00;16,35;69,1
A.B.1.E;2020-09-26 00:44:00;26,78;53,15
C.E.2.B;2020-09-26 01:05:00;31,2;9,96
A.B.0.C;2020-09-26 01:10:00;24,93;54,44
E.A.1.C;2020-09-26 01:25:00;20,37;33,2
D.C.0.C;2020-09-26 02:26:00;16,24;9,73
B.A.1.B;2020-09-26 02:33:00;10,61;89,04
B.E.1.D;2020-09-26 02:52:00;17,84;96,31
D.B.S.C;2020-09-26 03:31:00;18,88;18,74
B.E.S.E;2020-09-26 03:40:00;15,25;37,12
C.D.1.B;2020-09-26 03:41:00;18,34;48,4
A.E.S.B;2020-09-26 03:44:00;24,79;52,86
E.A.1.D;2020-09-26 03:57:00;25,34;76,08
B.A.1.E;2020-09-26 05:21:00;17,6;23,55
B.B.1.C;2020-09-26 05:39:00;14,86;38,43
A.E.0.C;2020-09-26 05:53:00;10,74;8,74
D.D.1.A;2020-09-26 05:54:00;25,95;83,75
A.A.1.B;2020-09-26 06:22:00;31,9;58,15
A.D.S.A;2020-09-26 06:39:00;26,42;73,9
C.D.0.A;2020-09-26 06:56:00;34,31;25,87
D.B.0.B;2020-09-26 06:56:00;13,15;65,25
B.A.3.B;2020-09-26 07:06:00;35,67;56,65
C.C.2.A;2020-09-26 07:20:00;22,06;98,71
B.D.1.D;2020-09-26 09:21:00;10,82;10,35
E.A.1.B;2020-09-26 09:54:00;18,36;93,09
D.B.0.A;2020-09-26 09:54:00;29,12;12,95
C.A.2.D;2020-09-26 10:25:00;10,9;97,26
C.A.1.D;2020-09-26 10:41:00;15,25;85,78
C.C.0.A;2020-09-26 11:37:00;16,65;91,52
E.D.0.C;2020-09-26 12:41:00;26,35;6,06
D.B.2.D;2020-09-26 12:57:00;17,93;39,26
B.A.2.B;2020-09-26 13:03:00;37,4;37,97
E.E.S.A;2020-09-26 13:04:00;18,51;85,98
A.A.0.D;2020-09-26 14:03:00;13,18;36,11
D.B.S.B;2020-09-26 14:07:00;20,46;3,84
C.C.0.C;2020-09-26 14:18:00;32,02;63,0
C.C.3.E;2020-09-26 14:19:00;21,95;21,89
A.C.S.C;2020-09-26 14:44:00;31,22;17,89
E.A.1.A;2020-09-26 14:54:00;26,28;62,01
A.B.S.A;2020-09-26 15:56:00;12,2;33,29
C.B.2.D;2020-09-26 16:09:00;13,68;23,66
A.E.S.D;2020-09-26 17:07:00;35,3;24,4
D.E.3.A;2020-09-26 18:21:00;10,33;49,23
C.D.S.C;2020-09-26 18:26:00;28,12;78,24
A.B.0.D;2020-09-26 18:32:00;16,02;75,66
D.D.2.C;2020-09-26 18:42:00;35,73;92,48
D.D.2.C;2020-09-26 19:27:00;28,25;39,35
E.B.S.C;2020-09-26 19:27:00;28,51;13,68
D.B.0.B;2020-09-26 20:36:00;28,81;46,03
E.D.0.A;2020-09-26 21:08:00;14,42;57,08
D.C.3.A;2020-09-26 21:10:00;14,81;78,26
D.A.S.D;2020-09-26 21:22:00;14,88;93,81
E.B.1.C;2020-09-26 22:04:00;22,64;22,19
A.A.0.D;2020-09-26 22:36:00;12,9;34,93
E.D.2.B;2020-09-27 00:36:00;29,57;49,96
B.E.2.A;2020-09-27 01:20:00;28,83;44,08
B.B.1.C;2020-09-27 01:45:00;27,22;94,89
B.D.S.E;2020-09-27 02:29:00;10,52;72,65
E.C.0.D;2020-09-27 03:29:00;27,29;64,57
E.A.0.D;2020-09-27 05:56:00;35,93;15,88
B.D.2.D;2020-09-27 05:59:00;36,13;59,98
E.D.2.C;2020-09-27 07:28:00;20,35;35,81
D.D.S.E;2020-09-27 08:00:00;31,0;74,32
D.A.0.B;2020-09-27 08:07:00;20,21;91,35
C.A.1.D;2020-09-27 08:51:00;19,06;83,36
B.D.1.D;2020-09-27 09:09:00;20,08;49,65
B.C.2.B;2020-09-27 09:25:00;17,02;46,79
D.D.1.C;2020-09-27 09:55:00;21,81;50,05
E.C.3.E;2020-09-27 10:05:00;11,74;24,84
A.D.2.D;2020-09-27 12:11:00;37,14;88,42
A.A.0.E;2020-09-27 12:27:00;15,22;12,37
B.A.S.A;2020-09-27 13:24:00;30,44;71,52
B.E.1.A;2020-09-27 13:30:00;36,56;51,35
A.D.3.D;2020-09-27 13:39:00;21,57;58,75
E.A.S.B;2020-09-27 13:40:00;27,19;22,91
A.B.0.E;2020-09-27 14:05:00;18,29;91,8
C.D.3.C;2020-09-27 14:16:00;27,68;75,33
A.A.1.E;2020-09-27 14:31:00;22,98;80,5
B.B.S.D;2020-09-27 14:31:00;27,8;30,68
A.E.2.C;2020-09-27 15:22:00;19,04;90,72
A.C.2.D;2020-09-27 16:52:00;14,01;52,73
E.E.S.A;2020-09-27 16:55:00;18,32;22,74
A.C.2.A;2020-09-27 17:08:00;24,13;15,55
B.C.2.A;2020-09-27 17:23:00;32,88;97,86
C.C.S.E;2020-09-27 17:34:00;27,79;67,62
E.E.2.C;2020-09-27 17:38:00;12,74;68,61
A.C.2.C;2020-09-27 17:45:00;17,71;64,02
A.C.1.B;2020-09-27 19:13:00;31,05;29,7
B.D.3.B;2020-09-27 19:40:00;23,37;44,35
A.D.2.E;2020-09-27 20:28:00;15,43;90,47
A.D.1.D;2020-09-27 20:47:00;36,71;98,29
C.B.1.E;2020-09-27 21:30:00;28,13;61,11
C.E.2.B;2020-09-27 21:42:00;36,17;45,44
B.E.2.C;2020-09-27 22:36:00;25,57;56,43
B.D.1.C;2020-09-27 23:03:00;21,21;53,59
C.D.3.B;2020-09-27 23:24:00;16,17;96,65
D.E.2.E;2020-09-27 23:59:00;30,77;58,15
B.C.S.C;2020-09-28 00:35:00;29,36;68,41
B.A.S.E;2020-09-28 01:25:00;34,67;60,97
A.B.1.E;2020-09-28 01:28:00;10,77;25,2
C.A.2.B;2020-09-28 02:29:00;17,93;54,18
B.A.3.A;2020-09-28 02:55:00;10,34;25,38
E.A.S.D;2020-09-28 03:00:00;24,2;10,35
D.D.2.B;2020-09-28 04:29:00;11,1;86,44
E.C.0.D;2020-09-28 04:39:00;28,24;41,55
D.E.2.E;2020-09-28 04:48:00;36,44;59,77
C.C.2.A;2020-09-28 04:52:00;30,63;87,93
C.C.0.D;2020-09-28 05:13:00;33,16;47,86
A.B.3.D;2020-09-28 05:24:00;35,04;8,11
E.A.1.C;2020-09-28 05:29:00;17,12;89,67
A.C.0.D;2020-09-28 06:22:00;32,95;92,83
C.B.3.C;2020-09-28 06:25:00;19,24;53,18
B.E.2.B;2020-09-28 06:59:00;18,43;28,75
E.C.3.A;2020-09-28 07:04:00;28,44;78,27
E.B.3.B;2020-09-28 07:04:00;10,43;24,32
D.E.2.C;2020-09-28 07:21:00;25,57;61,61
B.B.0.E;2020-09-28 07:24:00;25,63;26,29
C.A.0.D;2020-09-28 07:44:00;19,3;24,88
C.E.1.A;2020-09-28 08:41:00;25,08;41,25
C.D.0.C;2020-09-28 09:36:00;30,83;17,97
C.E.1.C;2020-09-28 09:52:00;11,78;40,9
A.E.1.B;2020-09-28 10:41:00;22,68;70,99
D.B.3.E;2020-09-28 11:11:00;37,41;70,19
C.D.3.E;2020-09-28 11:45:00;10,49;89,29
C.E.2.B;2020-09-28 11:56:00;32,82;12,08
D.A.0.D;2020-09-28 12:25:00;25,78;12,91
E.A.2.A;2020-09-28 12:28:00;13,06;1,27
C.B.0.D;2020-09-28 12:52:00;23,03;50,13
C.D.0.B;2020-09-28 13:27:00;37,11;91,56
D.A.2.A;2020-09-28 13:46:00;18,58;1,3
D.E.1.D;2020-09-28 13:53:00;35,08;96,65
B.D.S.A;2020-09-28 13:54:00;31,64;56,48
E.A.0.A;2020-09-28 14:06:00;28,98;97,73
A.E.S.A;2020-09-28 15:12:00;31,37;87,43
D.B.S.A;2020-09-28 15:16:00;26,87;14,91
E.C.0.B;2020-09-28 15:16:00;27,53;7,91
B.D.3.E;2020-09-28 15:52:00;20,6;14,62
A.E.1.E;2020-09-28 16:21:00;31,19;31,24
D.C.2.C;2020-09-28 18:17:00;27,9;60,47
C.B.S.A;2020-09-28 18:40:00;23,71;60,75
A.C.0.E;2020-09-28 18:58:00;21,32;13,91
A.D.S.A;2020-09-28 18:58:00;32,71;24,6
B.C.3.C;2020-09-28 20:11:00;30,99;94,45
D.E.S.C;2020-09-28 21:16:00;10,96;95,39
E.D.3.E;2020-09-28 22:05:00;27,2;90,32
A.A.1.A;2020-09-28 22:16:00;26,47;8,65
A.A.S.D;2020-09-28 22:53:00;33,0;77,67
D.C.1.C;2020-09-28 23:22:00;33,37;44,45
D.B.S.B;2020-09-29 00:10:00;17,65;36,72
A.B.1.C;2020-09-29 02:14:00;14,79;66,36
C.B.3.C;2020-09-29 02:19:00;15,93;27,13
C.B.3.B;2020-09-29 02:49:00;11,14;50,34
A.A.2.B;2020-09-29 03:02:00;31,28;18,48
D.C.S.C;2020-09-29 04:08:00;35,95;2,87
C.E.3.A;2020-09-29 04:55:00;14,06;98,95
B.D.2.D;2020-09-29 05:48:00;22,31;55,73
B.C.3.D;2020-09-29 05:48:00;26,37;74,36
A.E.2.E;2020-09-29 06:05:00;31,05;85,32
B.E.1.D;2020-09-29 06:20:00;11,05;82,67
A.E.S.A;2020-09-29 06:35:00;32,04;34,3
B.E.3.E;2020-09-29 07:20:00;30,71;39,34
D.C.0.A;2020-09-29 07:28:00;19,5;29,9
C.B.0.B;2020-09-29 07:29:00;26,95;22,84
C.E.2.C;2020-09-29 07:38:00;35,46;7,19
E.A.S.B;2020-09-29 07:55:00;26,09;38,9
A.C.0.C;2020-09-29 08:04:00;13,26;84,53
C.B.S.D;2020-09-29 08:16:00;15,58;8,24
C.B.2.E;2020-09-29 09:18:00;34,86;59,29
C.E.2.D;2020-09-29 09:22:00;28,53;20,23
C.E.1.E;2020-09-29 09:42:00;19,95;16,52
B.D.3.A;2020-09-29 10:18:00;15,56;10,24
D.E.0.B;2020-09-29 10:40:00;33,49;38,59
B.C.3.E;2020-09-29 12:04:00;16,23;66,3
D.C.1.E;2020-09-29 12:52:00;14,82;8,11
B.D.3.C;2020-09-29 13:01:00;23,4;55,32
A.E.2.C;2020-09-29 13:11:00;17,73;91,46
C.D.2.E;2020-09-29 13:21:00;27,22;37,86
C.C.S.B;2020-09-29 16:29:00;36,27;34,88
B.B.0.E;2020-09-29 16:38:00;29,15;81,07
E.E.1.A;2020-09-29 17:07:00;35,85;35,36
C.C.2.A;2020-09-29 17:38:00;12,28;54,03
B.A.0.B;2020-09-29 18:40:00;21,18;95,06
A.E.0.E;2020-09-29 18:42:00;13,26;67,18
D.D.0.D;2020-09-29 20:13:00;25,09;34,34
A.E.2.A;2020-09-29 21:28:00;26,28;1,42
D.B.0.C;2020-09-29 21:29:00;21,1;52,24
A.D.3.B;2020-09-29 22:12:00;10,58;18,56
E.C.1.D;2020-09-29 22:19:00;17,52;15,18
B.D.S.C;2020-09-29 23:15:00;35,74;7,64
E.D.2.E;2020-09-30 01:31:00;31,37;64,0
C.E.1.E;2020-09-30 01:45:00;34,21;47,84
D.A.0.C;2020-09-30 01:48:00;25,04;12,62
B.B.2.D;2020-09-30 02:07:00;31,39;22,03
A.B.3.B;2020-09-30 02:11:00;27,24;86,01
A.D.2.E;2020-09-30 02:45:00;33,44;17,05
D.D.S.B;2020-09-30 03:05:00;17,95;34,36
A.D.1.C;2020-09-30 04:10:00;25,76;31,97
C.E.S.A;2020-09-30 04:24:00;19,59;58,49
E.E.1.A;2020-09-30 04:34:00;23,06;74,73
D.B.1.A;2020-09-30 04:39:00;28,86;94,13
A.A.3.C;2020-09-30 05:31:00;31,68;35,22
B.A.0.C;2020-09-30 05:36:00;20,09;86,68
C.A.1.E;2020-09-30 07:23:00;35,61;36,51
B.D.2.E;2020-09-30 07:26:00;25,19;3,69
D.C.3.C;2020-09-30 07:29:00;12,9;10,55
C.E.1.E;2020-09-30 08:12:00;13,09;17,55
B.D.0.E;2020-09-30 08:46:00;36,13;39,22
E.E.3.C;2020-09-30 09:43:00;34,59;6,66
D.B.2.B;2020-09-30 10:24:00;31,33;26,51
B.D.3.E;2020-09-30 10:29:00;35,15;37,97
B.D.0.C;2020-09-30 10:54:00;29,57;25,29
E.B.2.D;2020-09-30 11:10:00;35,63;51,18
A.D.3.D;2020-09-30 11:11:00;36,66;43,49
D.B.0.D;2020-09-30 11:21:00;13,76;36,21
B.C.0.D;2020-09-30 11:35:00;21,38;30,35
E.E.S.D;2020-09-30 13:05:00;29,9;16,58
E.D.1.A;2020-09-30 14:22:00;27,55;26,88
E.B.0.E;2020-09-30 14:56:00;21,11;40,74
E.D.3.B;2020-09-30 16:00:00;36,38;53,81
B.C.0.A;2020-09-30 17:40:00;16,8;50,96
D.E.0.D;2020-09-30 19:21:00;24,92;99,91
C.D.3.C;2020-09-30 19:34:00;20,7;89,02
E.C.1.D;2020-09-30 19:39:00;37,43;12,72
B.A.1.C;2020-09-30 19:49:00;23,61;39,54
E.E.0.B;2020-09-30 19:52:00;19,17;38,79
C.B.1.B;2020-09-30 20:37:00;29,0;31,1
C.C.2.C;2020-09-30 21:03:00;29,56;43,47
D.E.S.C;2020-09-30 21:35:00;14,23;68,32
A.E.3.C;2020-09-30 21:46:00;12,81;30,52
A.B.S.D;2020-09-30 22:49:00;33,66;64,56
C.E.0.E;2020-09-30 23:12:00;32,84;34,28
B.D.3.A;2020-09-30 23:36:00;25,88;8,07
E.D.2.A;2020-09-30 23:47:00;26,93;74,54
B.E.0.E;2020-10-01 00:22:00;15,06;41,05
B.B.3.A;2020-10-01 00:49:00;10,58;64,32
E.D.2.D;2020-10-01 02:22:00;27,11;29,27
D.A.2.B;2020-10-01 02:30:00;20,01;75,39
D.B.1.C;2020-10-01 02:46:00;20,39;47,68
A.A.1.B;2020-10-01 03:05:00;14,93;43,38
D.C.2.A;2020-10-01 03:38:00;22,24;81,25
D.C.3.C;2020-10-01 04:02:00;33,77;36,53
B.D.2.B;2020-10-01 04:40:00;20,63;27,48
A.A.2.C;2020-10-01 04:41:00;12,78;7,67
C.D.S.D;2020-10-01 05:05:00;17,88;56,95
C.C.0.A;2020-10-01 05:18:00;17,86;28,35
D.E.0.A;2020-10-01 06:25:00;12,07;72,61
E.E.3.C;2020-10-01 06:34:00;27,86;90,6
C.D.S.A;2020-10-01 07:12:00;23,65;66,86
D.A.S.E;2020-10-01 08:00:00;25,02;5,18
D.A.S.B;2020-10-01 08:49:00;22,96;3,5
E.B.0.C;2020-10-01 09:02:00;32,14;28,79
D.B.3.B;2020-10-01 09:12:00;15,85;50,6
E.D.0.B;2020-10-01 09:13:00;33,87;13,83
E.C.2.C;2020-10-01 09:31:00;10,35;23,36
A.E.1.A;2020-10-01 10:01:00;16,65;67,78
B.E.2.D;2020-10-01 10:36:00;27,27;84,43
D.D.2.A;2020-10-01 11:02:00;31,3;8,37
C.D.3.E;2020-10-01 11:36:00;13,15;97,78
B.E.1.B;2020-10-01 12:19:00;15,08;18,4
C.E.1.E;2020-10-01 14:03:00;36,05;58,01
C.E.S.E;2020-10-01 14:32:00;36,16;82,68
B.A.3.A;2020-10-01 14:41:00;26,16;8,3
A.B.S.D;2020-10-01 15:06:00;36,94;1,9
A.B.3.A;2020-10-01 15:16:00;31,72;25,63
C.A.S.A;2020-10-01 15:52:00;20,68;37,35
E.A.3.D;2020-10-01 16:37:00;34,2;11,56
A.E.S.A;2020-10-01 16:37:00;17,24;21,03
C.C.0.E;2020-10-01 18:04:00;21,31;82,05
C.C.S.E;2020-10-01 18:10:00;13,79;37,2
E.B.1.A;2020-10-01 18:27:00;21,96;9,62
D.C.1.D;2020-10-01 18:35:00;19,63;91,74
C.B.0.A;2020-10-01 18:37:00;20,3;72,92
E.A.S.C;2020-10-01 19:25:00;14,91;13,92
D.A.3.A;2020-10-01 19:45:00;30,59;20,11
C.D.3.B;2020-10-01 20:20:00;17,25;80,71
B.A.3.A;2020-10-01 21:03:00;16,79;26,07
B.E.1.D;2020-10-01 21:28:00;25,76;66,21
B.C.0.B;2020-10-01 22:02:00;16,6;58,41
D.C.S.E;2020-10-01 22:24:00;32,89;75,15
B.E.1.A;2020-10-01 22:38:00;20,9;33,53
B.C.0.A;2020-10-02 01:12:00;15,92;99,98
B.D.1.B;2020-10-02 01:20:00;23,13;96,04
E.D.3.A;2020-10-02 03:10:00;21,13;83,8
D.C.1.A;2020-10-02 03:37:00;22,31;27,47
